FEA Run,Global Fitness
1,108.37103520721259
2,19.895985840724006
3,5.163551488244034
4,3.3939735720714777
5,3.2555769148207574
6,3.228690904811197
7,3.2099763589000183
8,3.184953425293213
9,3.1585430937490973
10,3.1267182086585548
11,3.1017416369377124
12,3.0767394674822732
13,3.0527825558693658
14,3.026363579317897
15,3.0028586427156636
16,2.9686188273114356
17,2.940224889364377
18,2.9066592554848056
19,2.8809731731391364
20,2.8490232663568205
21,2.8197752659098416
22,2.8036864181590846
23,2.7791952178756403
24,2.7528593789364404
25,2.7258019838088456
26,2.6977946858465094
27,2.6691706932558135
28,2.6427633372908055
29,2.6209349675684717
30,2.594533137107229
31,2.575889347242869
32,2.5476884336937964
33,2.5210564424437574
34,2.501674283224011
35,2.4743466595251604
36,2.4454939923428762
37,2.4113444756976774
38,2.3809112390768283
39,2.3500015881573817
40,2.324059281199141
41,2.2990483747782378
42,2.2725608063035008
43,2.2488156986730585
44,2.2215160755764867
45,2.1893439751039376
46,2.1666460592800885
47,2.139268729548751
48,2.112927154968473
49,2.0852871098739563
50,2.057730142720321
